spend,date,supplier,region,relatedBOM_name,quantity,spend_type,franchise,material_category,subcategory,warehouse
621.77,2021-08-14,C,Madagascar,senior,80,Indirect,public,occur,cover,"507 Evans Villages Jonathanport, TX 35026"
54963.07,2023-11-05,A,Azerbaijan,weight,80,Capital,admit,job,might,"510 Mcdaniel Row Suite 896 New Suzanne, VI 88820"
19975.10,2022-06-25,E,Namibia,itself,59,Direct,add,meeting,clear,"1363 Mcclain Brook Suite 171 Joshuaborough, WV 89621"
49416.82,2020-04-15,E,Myanmar,your,36,Direct,outside,rule,so,"289 Patricia Crest Apt. 496 North Loriburgh, MP 11759"
85564.05,2022-05-25,E,Italy,price,5,Direct,member,individual,like,"798 Foster Radial Apt. 757 Gracetown, DC 61169"
8291.62,2023-04-13,A,Heard Island and McDonald Islands,along,10,Direct,career,affect,however,"6553 Blankenship Centers Medinaberg, MS 21898"
53401.21,2023-09-25,E,Jordan,sister,9,Capital,along,challenge,guess,"25244 Anthony Springs Suite 808 Lake Johnbury, ND 06382"
48093.21,2022-03-29,E,Christmas Island,record,82,Capital,color,bad,apply,"1960 Brooks Union Suite 257 Williamsville, GA 42543"
92860.64,2021-05-24,C,Antigua and Barbuda,while,63,Direct,dream,everything,make,"28630 Patricia Fields Sherrytown, SD 49712"
76894.62,2022-08-13,E,Northern Mariana Islands,able,4,Direct,certain,religious,real,"PSC 5296, Box 8816 APO AP 81216"
90806.00,2021-11-06,E,Saint Lucia,picture,19,Indirect,ever,must,example,"86793 Teresa Points Juliaton, MH 08571"
18834.75,2022-09-11,C,Nicaragua,woman,59,Indirect,sell,feel,piece,"7501 Gibbs Passage New Ralph, MS 56747"
83247.42,2020-03-21,A,Uruguay,crime,94,Direct,school,meeting,stage,"07422 Juan Shore West Jonathan, PA 92061"
99559.28,2023-04-17,E,Peru,security,49,Indirect,Congress,professional,just,"1476 James Ports Stephanieside, NM 44826"
24088.54,2021-03-25,D,Somalia,star,19,Capital,worker,you,north,"3892 Meghan Green Suite 166 Nathanielshire, AL 19627"
4273.11,2022-08-06,C,Cape Verde,wait,22,Indirect,test,item,we,"759 Kennedy Rest East Brenda, MS 90167"
747.63,2021-07-01,D,Liberia,thought,66,Capital,over,range,everything,"4244 Ana Spur Apt. 246 Kelseyfort, WI 94723"
42507.16,2023-12-10,A,Uganda,step,43,Direct,prevent,unit,money,"9169 Anne Fords Suite 738 West Donnafort, WA 30115"
43829.40,2022-09-07,E,Liberia,way,62,Capital,baby,high,speak,"29291 Tracy Port Suite 539 Derekburgh, GU 88029"
31167.92,2022-03-05,B,Peru,magazine,45,Indirect,author,crime,body,"323 Stevens Fall Martinville, WV 26849"
62095.42,2020-03-26,D,French Guiana,resource,9,Capital,like,off,hope,"84328 Escobar Parkway Apt. 750 East Davidbury, MO 55470"
576.45,2023-03-16,B,Senegal,enough,17,Direct,professional,team,skill,"64711 Cohen Extension Apt. 775 Williamston, AZ 01521"
45802.88,2020-12-27,A,Malaysia,hair,87,Capital,field,indicate,central,"87747 James Greens Lake Stacy, FM 34126"
35972.22,2021-01-08,D,Trinidad and Tobago,despite,38,Capital,box,yes,business,"78854 Taylor Villages Stevenberg, HI 12661"
21274.96,2021-04-25,E,India,sense,4,Capital,edge,though,remember,"820 Victoria Green Raymondburgh, MN 85774"
3412.79,2023-09-21,B,Sudan,up,18,Direct,marriage,TV,recently,"8931 Theresa Hollow West Todd, MI 55153"
42511.62,2021-06-25,A,Honduras,Congress,63,Indirect,respond,specific,American,"686 Shelley Locks Apt. 752 East Lisa, MD 21880"
38025.55,2022-10-08,A,Timor-Leste,national,50,Indirect,high,morning,business,"64712 Barry Expressway Apt. 188 West Lauren, OK 28374"
33793.25,2020-06-24,B,Guyana,play,7,Indirect,action,level,best,"16076 Williams Well Suite 748 East Melanieborough, MA 23367"
84224.52,2022-12-20,A,Gibraltar,state,44,Indirect,shake,moment,what,"8386 Martin Shoal East Christopherburgh, VI 47134"
62881.63,2023-07-17,E,Grenada,receive,80,Direct,public,feel,heavy,"4138 Denise Inlet Suite 856 West Sylvia, CO 36306"
76386.35,2022-06-23,D,Morocco,deep,54,Direct,fight,amount,enjoy,"PSC 7912, Box 4341 APO AE 47382"
69972.15,2022-09-11,D,Ireland,region,10,Direct,well,challenge,answer,USNS Keith FPO AA 49198
30971.68,2020-04-16,D,El Salvador,least,87,Indirect,yourself,buy,sure,USCGC Robinson FPO AA 90942
34840.90,2022-07-28,B,Palau,who,90,Indirect,ok,after,instead,"52947 Jones Hills Apt. 566 Frankstad, OR 18781"
99663.57,2021-10-24,E,New Zealand,break,44,Capital,heart,general,reach,"5287 Katelyn Parkways Lake Bradleymouth, WI 50394"
87755.63,2020-07-19,E,French Polynesia,lead,70,Capital,believe,forget,week,"30452 Danielle Villages Stephaniehaven, MN 67030"
20188.62,2023-09-26,E,Solomon Islands,class,37,Indirect,question,window,Mrs,"8188 Escobar Junctions Suite 675 Patelmouth, VT 87278"
68078.72,2022-11-21,D,Faroe Islands,head,36,Indirect,me,both,forward,"03598 Stacie Shoal Suite 763 East Rebecca, OR 24893"
28055.32,2021-10-27,E,Nicaragua,personal,94,Indirect,pay,computer,dinner,"659 Charlene Drives Apt. 033 Joshuafurt, MS 62911"
65588.17,2022-08-24,D,Singapore,college,14,Direct,fire,air,including,"12173 Duke Court South Kevinton, AS 57882"
7587.61,2020-08-26,D,Germany,why,32,Capital,its,former,my,"001 Jackson Burg Suite 738 New Thomas, MO 98370"
88710.23,2021-12-14,A,Netherlands Antilles,character,86,Capital,inside,pass,several,Unit 2075 Box 7398 DPO AA 78538
63169.98,2022-03-04,D,Indonesia,market,70,Indirect,quickly,he,two,"7172 Brent Lakes Castillohaven, NV 06170"
59946.49,2023-09-23,B,Mozambique,town,60,Capital,perhaps,charge,professional,"8371 Suzanne Estate South Cheryl, NM 02302"
77624.43,2020-02-14,E,Chad,military,56,Capital,avoid,finish,six,"047 Tony Route Suite 918 Patriciamouth, VI 71469"
29467.03,2020-01-04,B,Hungary,run,67,Indirect,partner,suddenly,manager,"679 Stephen Meadow Port Alexfort, OK 86362"
19712.66,2021-05-05,B,Chad,field,76,Direct,increase,table,old,"7187 Taylor Branch Suite 112 New Betty, RI 71597"
57184.55,2021-03-11,B,Svalbard & Jan Mayen Islands,risk,79,Capital,someone,price,read,"798 Jeff Rue Suite 358 Christopherside, MA 22435"
76768.55,2021-05-18,C,Ethiopia,fine,46,Indirect,yard,add,forward,"718 Sexton Course Suite 427 North Charles, MI 61492"
22162.44,2022-02-16,A,Denmark,performance,53,Direct,relate,school,begin,"26980 Black Lock Suite 233 Stevenburgh, NY 85799"
7983.41,2021-05-16,A,Guinea-Bissau,past,28,Indirect,head,bring,three,"8212 Emily Skyway New Leonard, ME 53889"
60719.30,2021-11-11,D,Estonia,firm,26,Capital,tonight,scene,support,"PSC 3248, Box 7185 APO AA 12746"
26783.14,2023-06-15,C,Jamaica,management,22,Capital,middle,represent,employee,"7887 Smith Rue Port Michaelview, MD 81634"
53076.71,2021-09-21,A,Samoa,picture,56,Direct,training,probably,enough,"7001 Teresa Vista Apt. 268 New Cassandrashire, SC 66837"
11562.11,2023-05-02,D,Niue,thing,76,Direct,explain,treat,herself,"99561 Daniel Tunnel Dustinburgh, FM 78908"
36609.74,2022-08-17,C,Montenegro,marriage,85,Direct,guess,maybe,chance,"75047 Martinez Rapids Lake David, AR 43623"
29979.93,2020-06-24,B,Cambodia,yourself,52,Indirect,north,idea,to,"5841 Tiffany Corners Lake Diana, HI 54757"
10028.76,2021-12-02,C,Maldives,lot,79,Direct,explain,writer,try,"763 Hernandez Haven Apt. 039 New Brandonshire, WA 09699"
87588.28,2023-08-27,E,Cape Verde,party,42,Indirect,away,fine,should,"35119 Lee Plain Suite 839 South Jenniferfort, MS 42918"
71927.35,2020-09-12,C,Jamaica,while,11,Direct,of,others,pattern,"35319 Jacob Row Torresberg, MT 28721"
28405.96,2023-06-08,E,Faroe Islands,film,76,Capital,read,recognize,entire,Unit 7380 Box 0517 DPO AA 72007
62847.19,2023-12-28,B,Netherlands,assume,64,Capital,last,hundred,interview,"7307 Robert Tunnel Apt. 377 Tracytown, MN 70432"
5167.76,2021-01-26,A,Tokelau,clearly,94,Capital,support,conference,science,"09529 Gary Rapids Suite 139 Joshuamouth, AS 13012"
63244.68,2021-08-18,A,Switzerland,list,19,Direct,production,suddenly,better,"7641 Annette Garden Suite 799 New Sarah, ID 30837"
54383.29,2022-04-15,B,Norway,Democrat,8,Capital,assume,begin,risk,"PSC 5864, Box 5938 APO AE 22219"
91560.61,2022-01-06,E,Israel,leave,71,Direct,action,receive,order,"2675 Andrew Unions South Haley, AK 09537"
36132.19,2022-05-13,D,Eritrea,say,5,Capital,interest,his,military,"538 Martinez Track Suite 810 Ericksonbury, AK 01002"
10654.50,2020-03-03,B,Moldova,success,50,Capital,station,those,never,"60401 Patricia Prairie Apt. 762 Watsonland, PR 13127"
91221.63,2020-12-22,E,Sudan,building,17,Capital,save,impact,us,"057 Tara Mall Suite 672 Michaelfurt, TX 37368"
27806.51,2021-10-14,E,Singapore,sport,7,Capital,really,history,community,"473 Diaz Lane Suite 131 New Heatherland, TX 88313"
35416.56,2023-05-12,A,Cote d'Ivoire,quite,35,Capital,wide,growth,last,"466 Natalie Stream Apt. 533 Glennchester, KY 03613"
7607.43,2020-08-27,A,Gibraltar,partner,40,Indirect,cultural,start,decision,"PSC 1458, Box 0522 APO AE 62030"
71352.12,2023-03-22,B,Cyprus,become,94,Direct,involve,doctor,build,"84550 Perry Fort Suite 790 Henrychester, NY 03758"
42871.95,2021-05-15,B,Marshall Islands,social,95,Capital,southern,reduce,thank,"99658 Smith Spur South Theresafurt, NE 39058"
61972.63,2023-07-21,A,Hungary,conference,54,Direct,traditional,tend,town,Unit 8207 Box 8144 DPO AA 98188
34484.20,2023-06-22,A,Liberia,candidate,72,Direct,method,case,name,USCGC Brown FPO AP 88440
6252.73,2021-03-07,A,United Arab Emirates,contain,67,Capital,next,speech,small,USNV Flores FPO AA 78945
37072.10,2021-12-31,B,Austria,detail,63,Indirect,between,finish,west,USS Brown FPO AP 80473
58939.59,2022-01-31,A,Sweden,six,30,Capital,again,election,seem,USNS Jones FPO AP 40078
69676.11,2020-08-02,C,Anguilla,half,82,Capital,federal,newspaper,risk,"02389 Julie Mountains Johnsonhaven, MN 23291"
43042.62,2020-12-20,E,Belize,project,65,Capital,maintain,woman,beyond,"0787 Maria Mill West Christopher, PW 14021"
76075.14,2023-03-30,C,Ghana,class,80,Capital,significant,early,want,"27880 James Port Tabithaview, DE 95344"
56207.75,2020-03-24,B,Italy,after,61,Capital,walk,every,population,"9583 Amy River Apt. 173 West Nicolemouth, OK 43186"
78598.76,2023-02-25,E,Martinique,house,5,Capital,process,book,big,"46405 Mary Rue East Nicolestad, CA 16298"
22409.26,2020-06-08,A,Faroe Islands,course,34,Capital,road,relationship,into,"1350 Ramos Ville Harrisstad, IN 68780"
54802.26,2021-02-21,D,Bhutan,seat,8,Direct,enter,support,data,"2701 Anderson Landing Suite 106 Novakhaven, NJ 36742"
31593.97,2020-12-13,D,Armenia,figure,86,Indirect,building,crime,account,USNV Harrington FPO AA 19109
84664.82,2020-05-09,E,Botswana,though,61,Indirect,move,wife,campaign,"735 Nixon Locks Suite 946 Port Petermouth, VT 95464"
12979.20,2021-06-23,E,Suriname,item,62,Capital,war,suggest,major,"69561 Clayton Motorway Apt. 434 Andersonville, TN 49413"
76836.44,2020-04-29,C,Niue,toward,61,Indirect,now,either,evening,Unit 5380 Box 4259 DPO AP 24882
90905.82,2023-01-24,B,Netherlands,seat,56,Direct,you,hit,lawyer,"8689 Kimberly Ridge Apt. 844 North Phillipmouth, PW 38001"
90318.39,2020-07-19,B,Western Sahara,property,97,Direct,front,yeah,life,"0891 Denise Inlet New Heather, AR 14812"
13360.75,2020-08-14,A,Gambia,provide,79,Indirect,pick,finally,up,"009 Simon Drives Thomasfort, MH 72654"
64244.76,2023-06-04,A,Mauritania,mention,79,Capital,arm,north,edge,"5669 Hess Track Apt. 750 Carterfurt, DC 66985"
27055.53,2022-05-01,B,Cape Verde,alone,14,Direct,often,table,Congress,"307 Joseph Club North Frederickchester, WA 56199"
76572.57,2020-01-18,A,Iraq,management,40,Direct,maintain,opportunity,answer,"32263 Sharon Forges Wileychester, GU 38057"
11956.52,2020-07-04,E,Aruba,any,36,Indirect,machine,institution,player,"53984 Weaver Prairie Jacobmouth, GA 37684"
19209.60,2021-09-15,A,United Arab Emirates,realize,38,Capital,mention,country,movement,"48260 Kimberly Point Michaelville, FL 67208"
31539.52,2022-10-22,C,Norfolk Island,medical,9,Direct,never,education,beautiful,"50729 Jenny Ridge Apt. 637 Jonesshire, OH 72587"
76432.48,2023-08-20,D,Svalbard & Jan Mayen Islands,those,62,Indirect,same,table,somebody,"848 Jimenez Ridges Foxchester, WA 59030"
51050.86,2023-04-15,C,South Africa,prove,45,Direct,next,popular,what,Unit 6764 Box 1611 DPO AE 22267
99136.50,2020-03-02,E,South Georgia and the South Sandwich Islands,site,84,Capital,Democrat,remain,free,"195 Cantu Dam Suite 204 Christopherstad, FM 16923"
14487.13,2020-03-25,E,Thailand,after,81,Direct,where,network,deal,"157 Holt Orchard Davidshire, VA 69734"
58711.54,2023-03-06,A,Gibraltar,very,70,Capital,soon,condition,my,"5864 Robertson Fork Christopherstad, MT 15839"
87188.15,2020-06-12,A,Palestinian Territory,among,9,Capital,Democrat,bed,artist,"86544 Stacey Place Apt. 013 Blanchardville, GU 62320"
98092.44,2022-01-19,A,Saudi Arabia,kid,7,Direct,answer,account,product,"1584 Edwards Mall Suite 703 Andreashire, DC 46512"
94038.39,2022-05-30,A,Antigua and Barbuda,serve,6,Indirect,concern,cup,mean,"771 Joyce Vista South Makaylaview, PW 09291"
58192.10,2023-03-08,D,Tunisia,accept,52,Capital,similar,project,wife,"634 Morris Green Espinozaburgh, AK 54216"
50306.56,2023-02-28,B,Iraq,sea,82,Capital,about,surface,assume,"992 Amber Mall Apt. 657 New Rickey, MD 98555"
12150.81,2022-02-17,B,Malawi,answer,96,Capital,marriage,skill,note,"618 Nancy Light Apt. 744 East Brian, MN 02004"
70250.06,2022-09-05,C,Cambodia,bad,47,Indirect,determine,consumer,baby,"433 Joshua Turnpike Apt. 413 Waltonstad, NC 44152"
60583.13,2020-05-17,E,Kazakhstan,serious,55,Direct,win,hold,necessary,"77579 Miller Trafficway Apt. 421 Garciabury, DC 23614"
47105.40,2021-12-03,E,Turkey,article,4,Direct,attention,report,ground,"8675 Edward Hills Lake Debraland, FL 80265"
73601.65,2023-12-14,E,Estonia,list,55,Indirect,interesting,special,on,"0909 Garza Ridge Suite 454 Kingmouth, AR 82930"
86221.65,2022-10-01,A,India,than,23,Direct,source,song,fast,"3224 Aguilar Knoll Suite 250 Lake Susanberg, WI 12150"
28219.08,2020-08-23,D,Greece,during,25,Direct,Democrat,left,travel,"2127 Samantha Circle Apt. 550 Jerryview, VT 46899"
32584.89,2023-05-29,E,British Indian Ocean Territory (Chagos Archipelago),participant,81,Indirect,that,off,management,"6253 Rhonda Ville North Dustintown, NV 48739"
32973.98,2020-02-28,E,Kiribati,fill,34,Direct,before,weight,send,"82455 Hooper Valleys Lake Hailey, FL 76758"
71739.80,2021-07-04,A,Haiti,true,33,Indirect,visit,investment,your,Unit 5356 Box 9097 DPO AA 31973
33275.55,2021-07-19,D,Ethiopia,adult,100,Indirect,risk,dog,even,"932 Lane Ports Apt. 853 Cohenton, IA 16037"
46543.51,2023-11-27,B,Holy See (Vatican City State),seem,67,Capital,away,expect,receive,"092 Roy Junction Burnettbury, SC 97623"
16528.48,2022-10-06,C,Jamaica,window,41,Capital,term,network,probably,"040 James Locks Suite 041 Jonview, HI 23246"
91270.55,2023-01-23,D,Mongolia,player,97,Indirect,best,just,eight,"7310 Joshua Plaza Kruegerchester, WY 29665"
56659.82,2021-08-22,C,Cook Islands,traditional,80,Direct,marriage,property,begin,"7413 Peggy Falls West Patricia, MS 91861"
702.70,2023-12-24,C,Dominica,big,65,Direct,whose,among,particular,"49741 Lucas Plain Suite 311 West Ashley, AK 87273"
43662.24,2020-12-02,D,Saint Barthelemy,join,42,Indirect,ago,size,peace,"1882 Nash Court Smithbury, MS 78502"
79009.43,2022-07-25,C,Tajikistan,degree,8,Direct,conference,left,image,"7220 Donna Mill Apt. 420 East Normaland, NH 43994"
48388.14,2023-11-02,A,Korea,education,89,Direct,popular,job,while,"433 Richard Gateway Apt. 510 East Ericbury, TN 73077"
27210.24,2023-05-05,E,Estonia,or,44,Capital,go,clearly,pattern,"36951 Erin Circle Suite 864 Janiceburgh, ID 23401"
69669.85,2022-08-21,B,Svalbard & Jan Mayen Islands,about,50,Indirect,list,month,direction,"2780 Stephens Loop West Johnfort, CT 88810"
5050.92,2022-11-01,E,Qatar,member,12,Direct,help,rate,per,"9228 Thomas Grove Lake Brianview, IA 82928"
20591.75,2022-06-21,A,Kyrgyz Republic,century,82,Direct,girl,here,including,"84455 Huff Ferry Suite 806 West Patricialand, MI 20605"
16505.06,2021-10-17,A,Korea,per,52,Direct,reason,see,realize,"87298 Jennings Springs Lake Jeremyport, FL 88230"
75730.17,2023-12-31,E,Sweden,condition,53,Capital,send,parent,rich,Unit 5582 Box 4532 DPO AP 21018
8192.75,2023-07-18,B,Yemen,shoulder,25,Capital,attention,rest,financial,"29885 Patel Manors Greenshire, FM 58844"
2980.81,2021-05-14,E,Reunion,girl,44,Direct,significant,perform,lose,"12742 Scott Parkway Suite 398 Robertville, ID 75067"
81782.89,2021-10-12,A,French Guiana,worry,46,Capital,raise,music,floor,Unit 2868 Box 5677 DPO AP 07544
76700.92,2021-06-06,D,Greece,many,30,Indirect,special,man,career,"8215 Theresa Landing Apt. 705 Portershire, DE 41814"
89409.16,2022-10-18,E,Cyprus,guess,50,Direct,beautiful,page,public,"950 Price Walks South Mercedes, HI 18757"
64280.28,2023-12-16,A,Saint Helena,year,20,Direct,instead,stage,determine,USNV Hunt FPO AE 98338
51219.25,2023-02-05,C,Nauru,example,88,Direct,director,them,red,"823 Andrea Valleys Bakerborough, IL 50554"
7012.27,2020-10-20,B,Ethiopia,within,32,Direct,foreign,many,different,"15958 Frost Walks Apt. 225 North Steve, UT 91932"
68614.63,2022-04-15,A,United States Virgin Islands,right,4,Indirect,tree,hand,church,"2778 Davenport Spurs Apt. 560 New Jeffery, NC 81631"
70311.90,2022-12-13,A,Israel,car,22,Indirect,suggest,apply,near,"52947 Carl Glen Sanderston, ND 14027"
427.40,2022-12-28,B,Morocco,would,36,Capital,whole,simple,information,"317 Joel Pine Suite 524 Lake Eddiefurt, OR 42079"
10331.45,2021-06-28,A,Denmark,thus,96,Capital,cultural,far,interest,"71840 Matthew Road Suite 661 East Michelleville, NJ 77723"
75036.62,2021-07-09,C,Gibraltar,page,25,Direct,serve,billion,ago,"733 Gilmore Trafficway Ryanland, AS 20974"
88857.67,2021-11-12,E,Martinique,black,3,Direct,white,practice,view,"5316 Gina Run Seanshire, AK 86548"
48745.41,2021-01-28,E,Ethiopia,before,96,Direct,fact,practice,peace,"9216 Rhonda Overpass East Markland, AZ 58083"
41062.45,2021-09-23,E,Dominica,mission,43,Direct,art,newspaper,budget,"7480 Hart Mountains Suite 413 New Stephenmouth, CO 03366"
53018.40,2022-01-05,B,Falkland Islands (Malvinas),close,52,Indirect,table,street,relate,"89396 Cassandra Mission Apt. 498 Jeffreyberg, DE 77778"
73856.42,2022-06-04,E,Guyana,town,23,Indirect,cell,painting,up,"616 Michael Harbors Schwartzside, PA 73154"
5629.39,2022-02-05,A,Afghanistan,trial,8,Direct,future,laugh,bed,USNS Cruz FPO AA 20169
83834.05,2021-06-05,E,Cayman Islands,discussion,98,Capital,task,hair,deal,"5400 Matthew Grove New Travis, RI 56126"
57073.13,2023-04-15,C,Samoa,see,41,Capital,door,story,direction,"834 Charles Garden Mclaughlinfort, PR 04851"
28518.37,2020-08-19,E,North Macedonia,according,7,Indirect,choose,similar,art,"70212 Marshall Plaza Suite 488 Fosterborough, VA 97088"
80625.30,2023-02-21,E,Tuvalu,doctor,46,Capital,whose,friend,crime,"3287 Hurley Terrace Port Jeremyberg, MN 23484"
60636.63,2020-08-30,D,San Marino,so,68,Indirect,site,others,effort,"147 Catherine Tunnel South Jodyburgh, ID 63149"
26895.70,2022-08-14,C,Niue,bed,44,Capital,idea,social,expert,"PSC 7016, Box 1781 APO AP 88080"
36391.52,2023-12-05,D,Samoa,little,48,Indirect,enough,magazine,term,"975 Black Locks Suite 384 North Robertton, NE 82867"
4338.69,2021-06-04,B,Norfolk Island,indeed,25,Indirect,popular,family,determine,"78558 Morrison Plaza South Crystalchester, MT 79350"
8087.10,2021-03-15,B,Saint Kitts and Nevis,yet,26,Indirect,story,rather,thought,"31777 Heather Grove Suite 351 Kylefort, IL 68211"
36132.57,2022-08-14,B,Niue,cup,35,Capital,environmental,information,edge,"684 Robbins Throughway Cookefort, PR 75642"
44982.04,2021-07-01,E,Uzbekistan,trade,93,Direct,still,day,blood,"22495 Melissa Bridge Suite 486 New Amber, GU 13759"
57467.08,2022-09-14,D,Uganda,set,5,Capital,happen,hard,parent,"05774 Lang Lakes Lake Kristine, LA 00551"
12972.51,2022-03-11,C,Germany,act,65,Direct,eat,everyone,tax,"5256 Gonzalez Haven West Peterchester, ND 87047"
8135.04,2021-01-17,A,Bouvet Island (Bouvetoya),avoid,89,Indirect,media,school,yet,"14961 Williams Coves Apt. 176 Jessicabury, OH 08338"
92000.99,2022-05-09,A,Portugal,age,66,Direct,art,wonder,avoid,"69417 Christopher Mount South Davidmouth, LA 49066"
97866.50,2023-03-03,C,South Georgia and the South Sandwich Islands,around,74,Indirect,anything,throughout,how,"47370 Logan Via West Tylershire, AR 60411"
89151.60,2023-07-19,D,Kyrgyz Republic,foot,55,Direct,their,sell,exist,"76702 Hernandez Well Port Rebecca, TX 40484"
7972.92,2020-05-27,A,Western Sahara,concern,17,Direct,middle,discuss,entire,"2599 Sharon Cove Port Shelbyberg, AK 62911"
44246.91,2020-12-01,C,Libyan Arab Jamahiriya,beautiful,36,Direct,article,everyone,attack,"9002 Taylor Lights West Cathy, DE 46444"
64422.98,2022-08-02,D,Korea,hundred,8,Capital,be,too,pressure,"8320 Vargas Rue Corybury, GU 64010"
39830.18,2021-06-06,C,Burundi,involve,48,Capital,billion,see,religious,USNS Mcdonald FPO AA 56711
93105.67,2020-12-25,E,Angola,price,39,Indirect,computer,whom,leader,"72023 Lawson Groves Lake Jill, PR 15619"
43606.99,2021-10-31,C,French Guiana,this,13,Direct,peace,then,different,"936 Norris Trafficway Mcdonaldbury, DE 98855"
80112.04,2022-08-03,C,Paraguay,fight,88,Direct,page,believe,camera,"31744 Mark Burgs Suite 654 Mendozastad, NJ 49466"
1231.33,2022-06-23,C,Liechtenstein,part,97,Indirect,board,manager,smile,"36489 Tina Spurs East Melissaview, CA 60625"
11850.68,2023-02-05,D,New Zealand,form,30,Direct,know,structure,field,"611 Ruth Ramp North Danielborough, PW 98779"
44326.27,2022-02-18,A,Honduras,through,18,Direct,care,break,world,"27587 Amanda Orchard Apt. 740 Kristastad, KS 99605"
75491.22,2021-12-22,A,Christmas Island,level,25,Capital,up,mouth,Congress,Unit 9427 Box 6483 DPO AP 16112
26382.72,2022-07-05,A,Cuba,want,65,Capital,case,test,cover,"PSC 2628, Box 4026 APO AE 75074"
59278.29,2022-05-01,C,Montenegro,avoid,13,Direct,identify,during,benefit,"920 Grant Cape Apt. 697 Jonestown, CO 52828"
73875.83,2020-09-19,A,Mexico,again,49,Direct,meet,change,thousand,"0589 Jennifer Manors East Juliefort, FM 26300"
91229.02,2023-06-03,A,Antigua and Barbuda,foot,12,Capital,important,ago,manage,"5320 Dean Mission Suite 092 Angelafort, WV 13341"
36856.60,2020-08-03,E,Guinea-Bissau,sort,17,Direct,draw,same,nice,"7579 Oconnor Glen Apt. 611 Port Christopherborough, RI 58004"
32856.74,2021-10-18,D,Antigua and Barbuda,entire,62,Direct,address,service,environment,"182 Rivers Centers Apt. 405 South Kimberly, PA 23950"
61886.61,2020-06-10,C,Central African Republic,fight,79,Capital,sort,through,size,"696 Jake Wall Suite 703 Lake Todd, WA 57630"
26374.06,2023-07-10,C,Switzerland,trade,32,Indirect,let,clear,study,"25554 Charles Plaza Suite 748 West Emilyberg, AS 37205"
90238.86,2021-06-08,D,Saint Pierre and Miquelon,often,45,Capital,shake,government,determine,"PSC 3240, Box 8872 APO AE 18871"
5718.65,2022-01-30,E,Hungary,capital,42,Direct,growth,save,American,"1737 Rebecca Stravenue Williamshire, ME 87080"
33730.52,2020-02-11,E,Latvia,need,48,Capital,short,defense,man,"263 Francis Inlet Port Tiffanymouth, FM 52775"
37803.20,2020-06-16,D,Seychelles,research,7,Direct,play,well,daughter,"25432 Edwards Walks Apt. 885 Bradleyfurt, FL 83223"
7549.29,2023-05-23,C,China,investment,91,Capital,ahead,interest,too,"7446 Horton Dale Lake Susanborough, HI 39853"
85039.95,2022-08-04,B,Afghanistan,election,21,Direct,record,high,black,"83033 Michael River Suite 086 Priceton, CT 63499"
9068.59,2021-02-06,B,Burundi,especially,45,Indirect,if,church,story,"86362 Andrew Club Suite 472 Lake Jamesville, MS 18875"
97781.25,2020-11-27,B,Micronesia,art,2,Capital,level,class,fast,"071 Chelsea Drive Leeton, DC 59931"
93790.73,2020-04-14,C,Portugal,interest,74,Capital,same,father,response,"661 Jones Track Suite 061 Noahmouth, IL 82187"
27292.06,2021-08-27,B,Ghana,recognize,93,Capital,car,guy,culture,Unit 3371 Box 7152 DPO AP 96334
25327.54,2023-12-26,E,Italy,long,36,Capital,resource,voice,scene,"1055 Vasquez Fields Apt. 009 New Tammy, MO 74233"
31372.47,2023-08-04,A,Namibia,control,5,Direct,somebody,exactly,paper,"429 Cody Land Apt. 884 Lake Suzanne, DC 94510"
22877.72,2022-06-19,D,Afghanistan,for,19,Capital,deal,away,Mr,"21220 Garcia View Suite 932 West Yvonnehaven, TX 57118"
66982.21,2023-01-04,A,Netherlands,husband,49,Capital,along,major,kind,"8734 Bennett Inlet Apt. 886 North Angelicamouth, KY 62651"
14856.23,2020-11-25,C,Nauru,fear,29,Capital,ready,scientist,too,"1698 Andrew Trace Apt. 899 Lake Anthonyfurt, GU 95040"
94824.23,2020-12-17,D,Tonga,with,66,Capital,food,what,religious,"8095 Natalie Rapid Suite 795 Smithhaven, PA 43809"
3510.16,2023-09-13,C,Guatemala,forget,30,Indirect,year,town,firm,"682 Fox Pine Apt. 546 South Ericville, MH 85771"
12431.79,2020-07-05,D,Kenya,either,78,Direct,anything,he,offer,"9425 Renee Plains New Kevinmouth, AL 74445"
17574.27,2023-02-13,B,Tonga,detail,21,Capital,rate,return,eight,"15510 Snyder Junctions Sampsonshire, HI 84221"
3870.39,2022-02-27,D,Papua New Guinea,arm,22,Capital,pass,four,rule,"00699 Snow Hills Port Elizabethside, IA 15587"
16925.68,2022-06-16,E,Croatia,reveal,7,Indirect,bed,employee,teach,"4464 Mckinney Point Jennaside, FM 76779"
91191.90,2023-03-03,C,Guernsey,painting,39,Capital,charge,opportunity,present,"46344 Benjamin Trace Suite 065 Brownport, NY 25333"
13638.40,2023-07-13,D,Libyan Arab Jamahiriya,than,27,Indirect,focus,manage,senior,"87619 Maria Mountains Tracyport, AK 24057"
45950.71,2022-12-23,A,French Polynesia,when,92,Indirect,edge,member,population,"2523 Rice Ways Dyerfort, AZ 14252"
146.58,2020-03-23,E,Costa Rica,education,88,Direct,big,same,conference,"47354 Johnson Spring Suite 797 Oliviamouth, CO 85253"
19750.11,2022-12-25,D,Faroe Islands,yeah,1,Indirect,skin,physical,sign,"467 Michael Rapid Apt. 525 Williamberg, NE 12744"
